,trail_id,for_display,lat,lon,elevation,slope
0,915561775,True,42.7425511,-71.0593298,80.25,0.00
1,915561775,True,42.74259765,-71.0594467,78.81,-7.55
2,915561775,True,42.7426442,-71.0595636,78.72,-0.47
3,915561775,True,42.74275136,-71.05950459,79.00,1.25
4,915561775,True,42.74285851,-71.05944559,78.06,-4.18
5,915561775,True,42.74296567,-71.05938658,76.18,-8.32
6,915561775,True,42.74307282,-71.05932757,74.26,-8.50
7,915561775,True,42.74317998,-71.05926857,71.53,-11.99
8,915561775,True,42.74328714,-71.05920956,68.20,-14.52
9,915561775,True,42.74339429,-71.05915056,64.81,-14.78
10,915561775,True,42.74350145,-71.05909155,61.73,-13.48
11,915561775,True,42.74360861,-71.05903254,58.65,-13.48
12,915561775,True,42.74371576,-71.05897354,55.37,-14.32
13,915561775,True,42.74382292,-71.05891453,51.85,-15.32
14,915561775,True,42.74393007,-71.05885553,47.85,-17.29
15,915561775,True,42.74403723,-71.05879652,43.85,-17.29
16,915561775,True,42.74414439,-71.05873751,40.18,-15.94
17,915561775,True,42.74425154,-71.05867851,36.82,-14.65
18,915561775,True,42.7443587,-71.0586195,33.81,-13.18
19,915561775,True,42.74447855,-71.05856735,30.44,-13.54
20,915561775,True,42.7445984,-71.0585152,27.18,-13.12
21,915561775,True,42.74470545,-71.05846865,25.12,-9.36
22,915561775,True,42.7448125,-71.0584221,23.64,-6.75
23,915561775,True,42.74487398,-71.05835343,22.59,-6.77
24,915561775,True,42.74493545,-71.05828475,21.53,-6.84
25,915561775,True,42.74499692,-71.05821607,20.28,-8.05
26,915561775,True,42.7450584,-71.0581474,18.66,-10.38
27,915561775,True,42.7450517,-71.0579653,17.57,-4.19
28,915561775,True,42.745045,-71.0577832,17.74,0.65
0,915561776,True,42.7426442,-71.0595636,78.72,0.00
1,915561776,True,42.74275352,-71.05964955,78.35,-1.51
2,915561776,True,42.74286285,-71.0597355,77.42,-3.79
3,915561776,True,42.74297218,-71.05982145,76.80,-2.53
4,915561776,True,42.7430815,-71.0599074,76.16,-2.61
5,915561776,True,42.7431991,-71.05989655,74.29,-8.12
6,915561776,True,42.7433167,-71.0598857,72.82,-6.40
7,915561776,True,42.7434343,-71.05987485,70.78,-8.85
8,915561776,True,42.7435519,-71.059864,68.07,-11.68
9,915561776,True,42.74361808,-71.0598286,66.06,-14.26
10,915561776,True,42.74368425,-71.0597932,63.87,-15.48
11,915561776,True,42.74375043,-71.0597578,61.46,-16.95
12,915561776,True,42.7438166,-71.0597224,59.18,-16.09
13,915561776,True,42.74388278,-71.059687,57.05,-15.08
14,915561776,True,42.74394895,-71.0596516,55.13,-13.65
15,915561776,True,42.74401513,-71.0596162,53.01,-15.01
16,915561776,True,42.7440813,-71.0595808,50.86,-15.21
17,915561776,True,42.74416325,-71.05946278,47.25,-15.23
18,915561776,True,42.7442452,-71.05934475,43.98,-13.85
19,915561776,True,42.74432715,-71.05922673,41.80,-9.33
20,915561776,True,42.7444091,-71.0591087,38.91,-12.29
21,915561776,True,42.74445642,-71.05896033,36.08,-12.09
22,915561776,True,42.74450375,-71.05881195,33.28,-11.97
23,915561776,True,42.74455108,-71.05866357,30.47,-12.01
24,915561776,True,42.7445984,-71.0585152,27.18,-13.99
0,915561777,True,42.7418916,-71.0586097,78.95,0.00
1,915561777,True,42.7418973,-71.0587929,78.76,-0.73
2,915561777,True,42.7420192,-71.0588506,78.12,-2.55
3,915561777,True,42.74208015,-71.05874595,76.93,-6.23
4,915561777,True,42.7421411,-71.0586413,75.35,-8.24
5,915561777,True,42.74220537,-71.05860972,74.14,-9.05
6,915561777,True,42.74226965,-71.05857815,72.87,-9.49
7,915561777,True,42.74233392,-71.05854658,71.44,-10.66
8,915561777,True,42.7423982,-71.058515,69.88,-11.60
9,915561777,True,42.74246247,-71.05848342,68.43,-10.80
10,915561777,True,42.74252675,-71.05845185,67.12,-9.78
11,915561777,True,42.74259102,-71.05842028,65.52,-11.89
12,915561777,True,42.7426553,-71.0583887,64.10,-10.59
13,915561777,True,42.742703,-71.05831985,62.44,-12.12
14,915561777,True,42.7427507,-71.058251,61.38,-7.81
15,915561777,True,42.7427984,-71.05818215,60.35,-7.59
16,915561777,True,42.7428461,-71.0581133,58.86,-10.91
17,915561777,True,42.74289803,-71.05804235,57.35,-10.46
18,915561777,True,42.74294995,-71.0579714,55.49,-12.81
19,915561777,True,42.74300187,-71.05790045,53.52,-13.54
20,915561777,True,42.7430538,-71.0578295,50.86,-18.01
21,915561777,True,42.7431054,-71.0577126,47.05,-18.88
22,915561777,True,42.743157,-71.0575957,43.30,-18.61
0,915561778,True,42.743157,-71.0575957,43.30,0.00
1,915561778,True,42.74325617,-71.05750162,39.52,-15.71
2,915561778,True,42.74335535,-71.05740755,37.23,-9.67
3,915561778,True,42.74345453,-71.05731348,34.69,-10.70
4,915561778,True,42.7435537,-71.0572194,31.12,-14.88
5,915561778,True,42.74363225,-71.05714809,28.71,-12.93
6,915561778,True,42.7437108,-71.05707677,26.70,-10.84
7,915561778,True,42.74378935,-71.05700546,24.95,-9.46
8,915561778,True,42.7438679,-71.05693415,23.52,-7.76
9,915561778,True,42.74394645,-71.05686284,21.95,-8.51
10,915561778,True,42.744025,-71.05679152,20.06,-10.21
11,915561778,True,42.74410355,-71.05672021,18.18,-10.15
12,915561778,True,42.7441821,-71.0566489,16.87,-7.11
0,915561779,True,42.7439833,-71.057293,25.53,0.00
1,915561779,True,42.7440358,-71.0573901,25.48,-0.29
2,915561779,True,42.74415108,-71.05733235,22.90,-10.70
3,915561779,True,42.74426635,-71.0572746,20.48,-10.05
4,915561779,True,42.74438163,-71.05721685,18.82,-6.93
5,915561779,True,42.7444969,-71.0571591,17.77,-4.40
0,915561780,True,42.7425511,-71.0593298,80.25,0.00
1,915561780,True,42.74260425,-71.05924905,78.84,-9.05
2,915561780,True,42.7426574,-71.0591683,77.41,-9.17
3,915561780,True,42.74271055,-71.05908755,76.40,-6.51
4,915561780,True,42.7427637,-71.0590068,74.96,-9.24
5,915561780,True,42.74280345,-71.05889673,72.97,-11.24
6,915561780,True,42.7428432,-71.05878665,70.79,-12.28
7,915561780,True,42.74288295,-71.05867657,68.31,-13.91
8,915561780,True,42.7429227,-71.0585665,66.00,-12.99
9,915561780,True,42.74293909,-71.05847438,64.14,-13.51
10,915561780,True,42.74295548,-71.05838225,62.24,-13.79
11,915561780,True,42.74297186,-71.05829012,60.27,-14.28
12,915561780,True,42.74298825,-71.058198,58.39,-13.65
13,915561780,True,42.74300464,-71.05810587,56.65,-12.67
14,915561780,True,42.74302102,-71.05801375,55.08,-11.47
15,915561780,True,42.74303741,-71.05792163,53.23,-13.44
16,915561780,True,42.7430538,-71.0578295,50.86,-17.02
0,915561781,True,42.7425511,-71.0593298,80.25,0.00
1,915561781,True,42.74263738,-71.0592292,78.02,-10.01
2,915561781,True,42.74272365,-71.0591286,76.76,-5.70
3,915561781,True,42.74280993,-71.059028,74.73,-9.13
4,915561781,True,42.7428962,-71.0589274,72.24,-11.15
5,915561781,True,42.74300352,-71.0588408,69.31,-11.93
6,915561781,True,42.74311085,-71.0587542,65.80,-14.20
7,915561781,True,42.74321817,-71.0586676,61.89,-15.74
8,915561781,True,42.7433255,-71.058581,58.10,-15.28
9,915561781,True,42.74336922,-71.05846733,55.36,-14.65
10,915561781,True,42.74341295,-71.05835365,52.53,-15.11
11,915561781,True,42.74345668,-71.05823997,50.83,-9.21
12,915561781,True,42.7435004,-71.0581263,47.97,-15.27
13,915561781,True,42.74353353,-71.0580415,45.32,-18.67
14,915561781,True,42.74356665,-71.0579567,42.49,-19.84
15,915561781,True,42.74359978,-71.0578719,39.58,-20.35
16,915561781,True,42.7436329,-71.0577871,37.34,-15.94
17,915561781,True,42.74373363,-71.05768785,34.39,-12.04
18,915561781,True,42.74383435,-71.0575886,31.17,-13.11
19,915561781,True,42.74393507,-71.05748935,28.20,-12.12
20,915561781,True,42.7440358,-71.0573901,25.48,-11.13
0,915561782,True,42.7417519,-71.0585611,79.59,0.00
1,915561782,True,42.7418355,-71.0584418,77.56,-8.57
2,915561782,True,42.7419191,-71.0583225,74.82,-11.50
3,915561782,True,42.74199711,-71.05824955,72.65,-11.65
4,915561782,True,42.74207512,-71.0581766,70.26,-12.80
5,915561782,True,42.74215314,-71.05810365,67.43,-15.05
6,915561782,True,42.74223115,-71.0580307,64.42,-15.96
7,915561782,True,42.74230916,-71.05795775,61.54,-15.31
8,915561782,True,42.74238717,-71.0578848,58.66,-15.31
9,915561782,True,42.74246519,-71.05781185,55.91,-14.64
10,915561782,True,42.7425432,-71.0577389,53.25,-14.19
11,915561782,True,42.7426346,-71.057652,50.67,-11.76
12,915561782,True,42.742726,-71.0575651,48.36,-10.56
13,915561782,True,42.7428174,-71.0574782,45.69,-12.16
14,915561782,True,42.7429088,-71.0573913,43.22,-11.27
15,915561782,True,42.7430002,-71.0573044,40.75,-11.27
16,915561782,True,42.7430916,-71.0572175,38.10,-12.07
17,915561782,True,42.743183,-71.0571306,35.39,-12.33
18,915561782,True,42.7432744,-71.0570437,32.74,-12.07
19,915561782,True,42.74333429,-71.05698684,30.98,-12.23
20,915561782,True,42.74339417,-71.05692998,29.15,-12.70
21,915561782,True,42.74345406,-71.05687311,27.39,-12.23
22,915561782,True,42.74351395,-71.05681625,25.75,-11.42
23,915561782,True,42.74357384,-71.05675939,24.18,-10.95
24,915561782,True,42.74363372,-71.05670252,22.93,-8.75
25,915561782,True,42.74369361,-71.05664566,21.93,-7.02
26,915561782,True,42.7437535,-71.0565888,21.12,-5.70
27,915561782,True,42.74382125,-71.05652227,20.12,-6.15
28,915561782,True,42.743889,-71.05645575,18.73,-8.51
29,915561782,True,42.74395675,-71.05638923,17.34,-8.51
30,915561782,True,42.7440245,-71.0563227,16.08,-7.73
0,915561783,True,42.7417519,-71.0585611,79.59,0.00
1,915561783,True,42.7417315,-71.05846755,80.03,3.16
2,915561783,True,42.7417111,-71.058374,78.42,-11.42
3,915561783,True,42.7417395,-71.05820235,76.56,-7.38
4,915561783,True,42.7417679,-71.0580307,74.30,-8.94
5,915561783,True,42.74183722,-71.05794488,71.90,-12.97
6,915561783,True,42.74190655,-71.05785905,68.82,-16.47
7,915561783,True,42.74197587,-71.05777323,65.43,-18.03
8,915561783,True,42.7420452,-71.0576874,62.16,-17.42
9,915561783,True,42.74212321,-71.05760586,59.56,-13.37
10,915561783,True,42.74220123,-71.05752433,56.97,-13.32
11,915561783,True,42.74227924,-71.05744279,53.80,-16.17
12,915561783,True,42.74235725,-71.05736125,50.13,-18.55
13,915561783,True,42.74243526,-71.05727971,46.81,-16.89
14,915561783,True,42.74251328,-71.05719817,44.07,-14.07
15,915561783,True,42.74259129,-71.05711664,41.93,-11.07
16,915561783,True,42.7426693,-71.0570351,40.10,-9.50
17,915561783,True,42.74274865,-71.05696335,38.44,-8.91
18,915561783,True,42.742828,-71.0568916,36.49,-10.43
19,915561783,True,42.74290735,-71.05681985,34.32,-11.58
20,915561783,True,42.7429867,-71.0567481,32.32,-10.69
21,915561783,True,42.74304315,-71.05669707,30.86,-10.97
22,915561783,True,42.7430996,-71.05664605,29.42,-10.82
23,915561783,True,42.74315605,-71.05659503,27.97,-10.89
24,915561783,True,42.7432125,-71.056544,26.51,-10.97
25,915561783,True,42.74326895,-71.05649297,25.28,-9.27
26,915561783,True,42.7433254,-71.05644195,23.95,-10.01
27,915561783,True,42.74338185,-71.05639092,22.62,-10.01
28,915561783,True,42.7434383,-71.0563399,21.61,-7.64
29,915561783,True,42.74354388,-71.05630555,20.44,-5.54
30,915561783,True,42.74364945,-71.0562712,19.24,-5.68
31,915561783,True,42.74375502,-71.05623685,18.06,-5.58
32,915561783,True,42.7438606,-71.0562025,16.71,-6.38
0,915561784,True,42.7417111,-71.058374,78.42,0.00
1,915561784,True,42.74169535,-71.05828175,77.73,-5.10
2,915561784,True,42.7416796,-71.0581895,77.01,-5.32
3,915561784,True,42.74166385,-71.05809725,76.22,-5.83
4,915561784,True,42.7416481,-71.058005,75.18,-7.66
5,915561784,True,42.74162917,-71.05789128,73.57,-9.60
6,915561784,True,42.74161025,-71.05777755,72.30,-7.60
7,915561784,True,42.74159133,-71.05766382,71.32,-5.88
8,915561784,True,42.7415724,-71.0575501,70.23,-6.53
9,915561784,True,42.74161652,-71.05743853,68.12,-11.52
10,915561784,True,42.74166065,-71.05732695,66.12,-10.94
11,915561784,True,42.74170478,-71.05721537,63.83,-12.48
12,915561784,True,42.7417489,-71.0571038,61.37,-13.37
13,915561784,True,42.74186395,-71.0570716,58.59,-12.02
14,915561784,True,42.741979,-71.0570394,54.87,-15.90
15,915561784,True,42.74209405,-71.0570072,50.52,-18.42
16,915561784,True,42.7422091,-71.056975,47.16,-14.43
17,915561784,True,42.74232257,-71.05692995,44.13,-12.98
18,915561784,True,42.74243605,-71.0568849,41.26,-12.32
19,915561784,True,42.74254953,-71.05683985,39.16,-9.08
20,915561784,True,42.742663,-71.0567948,37.22,-8.40
21,915561784,True,42.74274392,-71.05678313,36.28,-5.93
22,915561784,True,42.74282485,-71.05677145,35.27,-6.37
23,915561784,True,42.74290578,-71.05675977,33.59,-10.52
24,915561784,True,42.7429867,-71.0567481,32.32,-7.99
0,915561785,True,42.7428302,-71.0564767,31.97,0.00
2,915561785,True,42.74278617,-71.05638501,31.59,-2.43
3,915561785,True,42.74274215,-71.05629333,31.18,-2.62
4,915561785,True,42.74269812,-71.05620164,30.71,-3.01
5,915561785,True,42.7426541,-71.05610995,30.14,-3.65
6,915561785,True,42.74261007,-71.05601826,29.54,-3.84
7,915561785,True,42.74256605,-71.05592658,28.88,-4.22
8,915561785,True,42.74252202,-71.05583489,28.15,-4.66
9,915561785,True,42.742478,-71.0557432,27.46,-4.41
10,915561785,True,42.74259331,-71.0556498,25.45,-7.67
11,915561785,True,42.74270862,-71.0555564,23.67,-6.80
12,915561785,True,42.74282394,-71.055463,21.78,-7.22
13,915561785,True,42.74293925,-71.0553696,19.55,-8.50
14,915561785,True,42.74305456,-71.0552762,17.50,-7.82
15,915561785,True,42.74316987,-71.0551828,16.03,-5.63
16,915561785,True,42.74328519,-71.0550894,14.96,-4.10
17,915561785,True,42.7434005,-71.054996,14.10,-3.30
18,915561785,True,42.74345011,-71.05508253,14.21,0.70
19,915561785,True,42.74349972,-71.05516905,14.32,0.70
20,915561785,True,42.74354934,-71.05525558,14.43,0.70
21,915561785,True,42.74359895,-71.0553421,14.62,1.21
22,915561785,True,42.74364856,-71.05542863,14.60,-0.13
23,915561785,True,42.74369817,-71.05551515,14.76,1.02
24,915561785,True,42.74374779,-71.05560168,14.70,-0.38
25,915561785,True,42.7437974,-71.0556882,14.94,1.53
0,915561785,False,42.7428302,-71.0564767,31.97,0.00
1,915561785,False,42.74285951,-71.05637448,30.50,-9.32
2,915561785,False,42.74288883,-71.05627226,29.21,-8.19
3,915561785,False,42.74291814,-71.05617004,27.86,-8.57
4,915561785,False,42.74294745,-71.05606782,26.48,-8.75
5,915561785,False,42.74297677,-71.0559656,25.07,-8.94
6,915561785,False,42.74300608,-71.05586338,23.78,-8.19
7,915561785,False,42.74303539,-71.05576116,22.39,-8.82
8,915561785,False,42.74306471,-71.05565894,20.89,-9.50
9,915561785,False,42.74310668,-71.05557607,19.45,-9.94
10,915561785,False,42.74314866,-71.0554932,18.27,-8.17
11,915561785,False,42.74319063,-71.05541034,17.32,-6.59
12,915561785,False,42.7432326,-71.05532747,16.60,-5.01
13,915561785,False,42.74327458,-71.0552446,15.86,-5.14
14,915561785,False,42.74331655,-71.05516173,15.26,-4.17
15,915561785,False,42.74335853,-71.05507887,14.57,-4.80
16,915561785,False,42.7434005,-71.054996,14.10,-3.27
17,915561785,False,42.7434005,-71.054996,14.10,0.00
0,915561786,True,42.7411366,-71.0573025,73.91,0.00
1,915561786,True,42.7410847,-71.05713618,72.66,-4.84
2,915561786,True,42.7410328,-71.05696985,70.62,-7.87
3,915561786,True,42.7409809,-71.05680352,69.21,-5.46
4,915561786,True,42.740929,-71.0566372,67.83,-5.34
5,915561786,True,42.7409369,-71.0565428,66.73,-8.07
6,915561786,True,42.7409448,-71.0564484,65.51,-8.94
7,915561786,True,42.7409527,-71.056354,64.06,-10.59
8,915561786,True,42.7409606,-71.0562596,62.61,-10.59
9,915561786,True,42.74101733,-71.05618235,60.97,-10.42
10,915561786,True,42.74107405,-71.0561051,59.25,-10.91
11,915561786,True,42.74113077,-71.05602785,57.26,-12.58
12,915561786,True,42.7411875,-71.0559506,54.20,-18.93
13,915561786,True,42.74124422,-71.05587335,50.83,-20.70
14,915561786,True,42.74130095,-71.0557961,48.66,-13.67
15,915561786,True,42.74135767,-71.05571885,46.59,-13.06
16,915561786,True,42.7414144,-71.0556416,44.96,-10.35
17,915561786,True,42.74149005,-71.05553646,42.85,-9.96
18,915561786,True,42.7415657,-71.05543133,39.82,-14.15
19,915561786,True,42.74164135,-71.05532619,36.77,-14.24
20,915561786,True,42.741717,-71.05522105,33.60,-14.77
21,915561786,True,42.74179265,-71.05511591,30.86,-12.84
22,915561786,True,42.7418683,-71.05501077,28.20,-12.48
23,915561786,True,42.74194395,-71.05490564,25.46,-12.84
